Institute,Program,Quota,SeatType,Gender,OpeningRank,ClosingRank
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3446,3446
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11251,21318
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18257,26986
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,608,1343
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1177,1177
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2921,3459
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3967,4451
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,183,183
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,5717,8390
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7781,12453
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,576,654
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1354,6182
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),5227,6894
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,133,191
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1948,3285
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),969,3179
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,76,76
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,19041,26174
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26071,33689
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,935,935
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3793,4409
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4962,5360
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,7396,10320
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),12271,13333
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,806,806
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4770,7120
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4884,5580
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,313,313
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2467,3518
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3505,3505
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,34636,42021
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),44992,50490
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1112,1112
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6413,7202
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),8469,8469
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17253,18624
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18770,20375
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1472,1472
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7667,9906
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),11335,11493
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4434,5294
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Applied and Computational Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5686,5686
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15755,28902
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),26052,32785
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1884,1884
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4092,4672
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5891,5891
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8063,12012
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15122,16503
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,918,918
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5936,7555
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7328,7594
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2448,4140
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3955,3955
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,13231,26178
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),27257,34164
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1328,1589
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1525,1525
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3741,4499
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5074,5749
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,271,271
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8078,11195
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),13869,16098
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,835,985
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),1097,1097
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3514,7164
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),6596,7604
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,349,349
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2837,3789
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3769,4376
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10570,29690
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),33953,36663
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1225,1479
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1786,1786
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4360,4818
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5810,5810
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9337,12443
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15175,16998
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1022,1022
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5893,7434
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),6720,8473
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2819,3695
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4160,4160
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,27689,34315
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),31310,41620
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2170,2240
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1907,1907
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5032,5538
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6423,6623
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,448,448
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,11432,14257
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17395,18492
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1138,1138
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7722,8882
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9567,9834
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2872,4240
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4385,4385
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,27833,30859
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),33485,36527
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1757,1757
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4615,4791
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5955,5955
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,11492,12569
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),16361,16988
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,989,989
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5804,8085
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9018,9105
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3389,4194
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4359,4359
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,18145,28648
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),37513,38918
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1668,1668
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4937,5133
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6035,6035
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,10036,13092
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),17603,18852
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1134,1134
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6916,8496
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9495,9769
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4145,4272
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4649,4649
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,OPEN,Gender-Neutral,5966,7585
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,OPEN,Female-only (including Supernumerary),13611,14043
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,EWS,Gender-Neutral,1150,1157
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,OBC-NCL,Gender-Neutral,2390,4378
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8119,8119
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,SC,Gender-Neutral,2040,2193
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,SC,Female-only (including Supernumerary),3984,3984
"Indian Institute of Information Technology, Allahabad","B.
 Tech. Information Technology-Business Informatics (IT- BIn) - Master of
 Business Administration (MBA) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",AI,ST,Gender-Neutral,1231,1485
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4599,6788
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8725,14305
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,218,291
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,867,1048
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2332,2350
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,82,82
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1534,3246
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6200,8005
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,138,216
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1449,2029
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3043,3089
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,152,152
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,808,1076
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1528,1607
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6225,7074
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),14493,14493
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1214,1214
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3375,3466
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8777,8777
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2175,2190
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,807,807
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1846,4718
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2501,8658
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,111,197
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),445,445
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,575,847
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1497,1944
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,44,44
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1113,2351
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3046,5534
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,89,104
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),241,241
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,678,1478
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),823,2771
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,75,84
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,299,985
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),831,1103
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,86,86
"Indian Institute of Information Technology, Allahabad","Information Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,5286,6101
